incidentnum,signal,offincident,premise,incident_address,reporteddate,mo,crime_category,geocoded_column/latitude,geocoded_column/longitude,geocoded_column/human_address,Dallas_Index,Zillow_Index,Distance,zpid,Status Type,Status Text,Price,Area,Price Per Sqft,Zestimate,Zestimate Price Per Sqft,Rent Zestimate,Lot Area,Lot Area Unit,Beds,Bathrooms,Address_consolidated,Street,City,State,Zipcode,Latitude_consolidated,Longitude_consolidated,is zillow owned,Image URL,Detail URL,Search Page URL,Time On Zillow (days),Calculated Price Per Sqft
166821-2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,15550 KNOLL TRAIL DR,9/16/2023 2:53,UNK SUSP OPERATED AND FLED WITH COMP'S VEHICLE.,MOTOR VEHICLE THEFT,32.96455,-96.8183,"{""address"": ""15550 KNOLL TRAIL DR"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75248""}",472,252,0.354571,26900297,FOR_SALE,Condo for sale,379900,2006,189,382200,191,2999,7.599,acres,2,2,"5200 Keller Springs Rd APT 212, Dallas, TX 75248",5200 Keller Springs Rd APT 212,Dallas,TX,75248,32.96772,-96.8187,FALSE,https://photos.zillowstatic.com/fp/9f25a34f552544a74922f8aafb519d19-p_e.jpg,https://www.zillow.com/homedetails/5200-Keller-Springs-Rd-APT-212-Dallas-TX-75248/26900297_zpid/,https://www.zillow.com/dallas-tx/8_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A8%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,6,189.38
167743-2023,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",1400 BOTHAM JEAN BLVD,9/17/2023 17:11,UUMV,MOTOR VEHICLE THEFT,32.7678,-96.7946,"{""address"": ""1400 BOTHAM JEAN BLVD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75215""}",153,347,0.144548,89399110,FOR_SALE,House for sale,369985,1236,299,357400,289,2864,0.943,acres,2,2,"1001 Belleview St #204, Dallas, TX 75215",1001 Belleview St #204,Dallas,TX,75215,32.76905,-96.795,FALSE,https://photos.zillowstatic.com/fp/cc44e730f608d5dbc85b3dad618d611b-p_e.jpg,https://www.zillow.com/homedetails/1001-Belleview-St-204-Dallas-TX-75215/89399110_zpid/,https://www.zillow.com/dallas-tx/10_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A10%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,46,299.34
167743-2023,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",1400 BOTHAM JEAN BLVD,9/17/2023 17:11,UUMV,MOTOR VEHICLE THEFT,32.7678,-96.7946,"{""address"": ""1400 BOTHAM JEAN BLVD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75215""}",163,347,0.144548,89399110,FOR_SALE,House for sale,369985,1236,299,357400,289,2864,0.943,acres,2,2,"1001 Belleview St #204, Dallas, TX 75215",1001 Belleview St #204,Dallas,TX,75215,32.76905,-96.795,FALSE,https://photos.zillowstatic.com/fp/cc44e730f608d5dbc85b3dad618d611b-p_e.jpg,https://www.zillow.com/homedetails/1001-Belleview-St-204-Dallas-TX-75215/89399110_zpid/,https://www.zillow.com/dallas-tx/10_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A10%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,46,299.34
167456-2023,6XEA - DISTURBANCE EMERG AMB,INJURED PERSON - AT HOME (OTHER THAN FIREARM) (NO OFFENSE),Apartment Residence,2311 GARAPAN DR,9/17/2023 9:28,INJURED PERSON,MISCELLANEOUS,32.71986,-96.8324,"{""address"": ""2311 GARAPAN DR"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75224""}",154,765,0.245693,26772013,FOR_SALE,House for sale,330000,1426,231,317300,223,1994,0.339,acres,4,2,"2448 Anzio Dr, Dallas, TX 75224",2448 Anzio Dr,Dallas,TX,75224,32.71769,-96.8319,FALSE,https://photos.zillowstatic.com/fp/e36bb2f32042e49b03e1c253932439ce-p_e.jpg,https://www.zillow.com/homedetails/2448-Anzio-Dr-Dallas-TX-75224/26772013_zpid/,https://www.zillow.com/dallas-tx/20_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A20%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,58,231.42
167511-2023,24 - ABANDONED PROPERTY,POSS CONT SUB PEN GRP 1 > OR EQUAL 1G<4G,Apartment Complex/Building,5005 GASTON AVE,9/17/2023 10:32,GREEN LEAFY SUSBSTANCE LOCATED IN RECOVERED STOLEN VEHICLE,DRUG/ NARCOTIC VIOLATIONS,32.80206,-96.7677,"{""address"": ""5005 GASTON AVE"", ""city"": ""DALLAS"", ""state"": ""T"", ""zip"": ""75214""}",155,542,0.277201,26678458,FOR_SALE,House for sale,839000,2922,287,846000,290,4908,6969.6,sqft,3,3,"5119 Worth St, Dallas, TX 75214",5119 Worth St,Dallas,TX,75214,32.80124,-96.7649,FALSE,https://photos.zillowstatic.com/fp/6d62ca14c82b2bf30c861954ff9606c2-p_e.jpg,https://www.zillow.com/homedetails/5119-Worth-St-Dallas-TX-75214/26678458_zpid/,https://www.zillow.com/dallas-tx/15_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A15%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,11,287.13
167511-2023,24 - ABANDONED PROPERTY,RECOVERED OUT OF TOWN STOLEN VEHICLE (NO OFFENSE),Apartment Complex/Building,5005 GASTON AVE,9/17/2023 10:32,RECOVERED OUT OF TOWN STOLEN VEHICLE,MISCELLANEOUS,32.80206,-96.7677,"{""address"": ""5005 GASTON AVE"", ""city"": ""DALLAS"", ""state"": ""T"", ""zip"": ""75214""}",176,542,0.277201,26678458,FOR_SALE,House for sale,839000,2922,287,846000,290,4908,6969.6,sqft,3,3,"5119 Worth St, Dallas, TX 75214",5119 Worth St,Dallas,TX,75214,32.80124,-96.7649,FALSE,https://photos.zillowstatic.com/fp/6d62ca14c82b2bf30c861954ff9606c2-p_e.jpg,https://www.zillow.com/homedetails/5119-Worth-St-Dallas-TX-75214/26678458_zpid/,https://www.zillow.com/dallas-tx/15_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A15%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,11,287.13
167599-2023,58 - ROUTINE INVESTIGATION,FOUND PROPERTY (NO OFFENSE),Government Facility,9915 E NORTHWEST HWY,9/17/2023 14:44,FOUND PROP,MISCELLANEOUS,32.86303,-96.7157,"{""address"": ""9915 E NORTHWEST HWY"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75238""}",157,472,0.098205,26840517,FOR_SALE,House for sale,680000,2100,324,651800,310,3705,0.321,acres,3,3,"9935 Woodgrove Dr, Dallas, TX 75218",9935 Woodgrove Dr,Dallas,TX,75218,32.863,-96.7146,FALSE,https://photos.zillowstatic.com/fp/8f3e0d9b38cb7992b103c2406b0a5bcb-p_e.jpg,https://www.zillow.com/homedetails/9935-Woodgrove-Dr-Dallas-TX-75218/26840517_zpid/,https://www.zillow.com/dallas-tx/13_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A13%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,19,323.81
167684-2023,PSE/24 - LOST PROPERTY,LOST PROPERTY (NO OFFENSE),Outdoor Area Public/Private,10801 AUDELIA RD,9/17/2023 16:34,LOST PROPERTY,MISCELLANEOUS,32.89664,-96.7183,"{""address"": ""10801 AUDELIA RD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75243""}",160,79,0.774992,26912870,FOR_SALE,Townhouse for sale,389000,1751,222,390100,223,2799,5532.12,sqft,3,3,"8545 Coppertowne Ln, Dallas, TX 75243",8545 Coppertowne Ln,Dallas,TX,75243,32.89715,-96.7266,FALSE,https://photos.zillowstatic.com/fp/4f2b39024a4d5e1eca3872c7ca21c2bb-p_e.jpg,https://www.zillow.com/homedetails/8545-Coppertowne-Ln-Dallas-TX-75243/26912870_zpid/,https://www.zillow.com/dallas-tx/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,4,222.16
167578-2023,40 - OTHER,TRAF VIO -RECKLESS DRIVING,"Highway, Street, Alley ETC",3006 S EWING AVE,9/17/2023 13:52,UNK SUSPS WERE DRVING RECKLESS ON PUBLIC STREET,TRAFFIC VIOLATION - HAZARDOUS,32.70931,-96.8106,"{""address"": ""3006 S EWING AVE"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75216""}",161,251,0.478442,26719137,FOR_SALE,House for sale,275000,1777,155,275900,155,2199,9844.56,sqft,4,2,"3104 Fernwood Ave, Dallas, TX 75216",3104 Fernwood Ave,Dallas,TX,75216,32.70808,-96.8057,FALSE,https://photos.zillowstatic.com/fp/c5c8f57ce165eae4c001ab8513b6e754-p_e.jpg,https://www.zillow.com/homedetails/3104-Fernwood-Ave-Dallas-TX-75216/26719137_zpid/,https://www.zillow.com/dallas-tx/8_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A8%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,4,154.76
167447-2023,58 - ROUTINE INVESTIGATION,ROBBERY OF INDIVIDUAL,"Highway, Street, Alley ETC",1800 SOUTH BLVD,9/17/2023 6:58,UNK SUSP ASSAULTED COMP AND TOOK PROPERTY,ROBBERY,32.76285,-96.7776,"{""address"": ""1800 SOUTH BLVD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75215""}",162,576,0.79829,96531880,FOR_SALE,House for sale,565000,1997,283,426400,241.5,2760,8363.52,sqft,3,4,"2530 Al Lipscomb Way, Dallas, TX 75215",2530 Al Lipscomb Way,Dallas,TX,75215,32.76931,-96.7739,FALSE,https://photos.zillowstatic.com/fp/4979df7206e51bdc4dac6e0ee2284978-p_e.jpg,https://www.zillow.com/homedetails/2530-Al-Lipscomb-Way-Dallas-TX-75215/96531880_zpid/,https://www.zillow.com/dallas-tx/16_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A16%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,2,282.92
167410-2023,DAEF-DIST ARMED ENCOUNTER FOOT,DEADLY CONDUCT,Apartment Parking Lot,3737 TIMBERGLEN RD,9/17/2023 3:27,UNK SUSP POINTED A GUN AT COMP W/O CONSENT CAUSING FEAR OF DEATH,ASSAULT OFFENSES,33.00532,-96.8516,"{""address"": ""3737 TIMBERGLEN RD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75287""}",166,494,0.790193,27296024,FOR_SALE,House for sale,395000,1671,236,384500,230,2629,4573.8,sqft,2,2,"3915 Stockton Ln, Dallas, TX 75287",3915 Stockton Ln,Dallas,TX,75287,32.99968,-96.8464,FALSE,https://photos.zillowstatic.com/fp/5afec28691316c844328116ebd67afec-p_e.jpg,https://www.zillow.com/homedetails/3915-Stockton-Ln-Dallas-TX-75287/27296024_zpid/,https://www.zillow.com/dallas-tx/14_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A14%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,34,236.39
167786-2023,PSE/09 - THEFT,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",Entertainment/Sports Venue,5744 SKILLMAN ST,9/17/2023 16:23,"UNKN SUSP BROKE LOCK, OPENED LOCKER AND REMOVED ITEMS",LARCENY/ THEFT OFFENSES,32.85699,-96.754,"{""address"": ""5744 SKILLMAN ST"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75206""}",168,87,0.716294,26748922,FOR_SALE,House for sale,290000,987,294,286900,291,1762,3.414,acres,2,2,"6101 Summer Creek Cir, Dallas, TX 75231",6101 Summer Creek Cir,Dallas,TX,75231,32.86288,-96.7571,FALSE,https://photos.zillowstatic.com/fp/297d654832087be9cc41e5ad882027db-p_e.jpg,https://www.zillow.com/homedetails/6101-Summer-Creek-Cir-Dallas-TX-75231/26748922_zpid/,https://www.zillow.com/dallas-tx/4_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,10,293.82
167064-2023,24 - ABANDONED PROPERTY,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,8553 SOUTHWESTERN BLVD,9/16/2023 4:00,UNK SUSP(S) TOOK COMPS VEH W/O CONSENT,MOTOR VEHICLE THEFT,32.86005,-96.761,"{""address"": ""8553 SOUTHWESTERN BLVD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75206""}",225,87,0.478291,26748922,FOR_SALE,House for sale,290000,987,294,286900,291,1762,3.414,acres,2,2,"6101 Summer Creek Cir, Dallas, TX 75231",6101 Summer Creek Cir,Dallas,TX,75231,32.86288,-96.7571,FALSE,https://photos.zillowstatic.com/fp/297d654832087be9cc41e5ad882027db-p_e.jpg,https://www.zillow.com/homedetails/6101-Summer-Creek-Cir-Dallas-TX-75231/26748922_zpid/,https://www.zillow.com/dallas-tx/4_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,10,293.82
167064-2023,24 - ABANDONED PROPERTY,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,8553 SOUTHWESTERN BLVD,9/16/2023 4:00,UNK SUSP(S) TOOK COMPS VEH W/O CONSENT,MOTOR VEHICLE THEFT,32.86005,-96.761,"{""address"": ""8553 SOUTHWESTERN BLVD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75206""}",230,87,0.478291,26748922,FOR_SALE,House for sale,290000,987,294,286900,291,1762,3.414,acres,2,2,"6101 Summer Creek Cir, Dallas, TX 75231",6101 Summer Creek Cir,Dallas,TX,75231,32.86288,-96.7571,FALSE,https://photos.zillowstatic.com/fp/297d654832087be9cc41e5ad882027db-p_e.jpg,https://www.zillow.com/homedetails/6101-Summer-Creek-Cir-Dallas-TX-75231/26748922_zpid/,https://www.zillow.com/dallas-tx/4_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,10,293.82
167465-2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,8650 SOUTHWESTERN BLVD,9/17/2023 8:58,UNK SUSP STOLE COMPS VEH USING UNK MEANS,MOTOR VEHICLE THEFT,32.85905,-96.7615,"{""address"": ""8650 SOUTHWESTERN BLVD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75206""}",297,87,0.591816,26748922,FOR_SALE,House for sale,290000,987,294,286900,291,1762,3.414,acres,2,2,"6101 Summer Creek Cir, Dallas, TX 75231",6101 Summer Creek Cir,Dallas,TX,75231,32.86288,-96.7571,FALSE,https://photos.zillowstatic.com/fp/297d654832087be9cc41e5ad882027db-p_e.jpg,https://www.zillow.com/homedetails/6101-Summer-Creek-Cir-Dallas-TX-75231/26748922_zpid/,https://www.zillow.com/dallas-tx/4_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,10,293.82
166962-2023,12B - BUSINESS ALARM,OPEN BUILDING (NO OFFENSE),Drug Store/Doctors Office/Hospital,6234 RETAIL RD,9/16/2023 13:28,OPEN BUILDING,MISCELLANEOUS,32.86158,-96.7528,"{""address"": ""6234 RETAIL RD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75231""}",305,87,0.429044,26748922,FOR_SALE,House for sale,290000,987,294,286900,291,1762,3.414,acres,2,2,"6101 Summer Creek Cir, Dallas, TX 75231",6101 Summer Creek Cir,Dallas,TX,75231,32.86288,-96.7571,FALSE,https://photos.zillowstatic.com/fp/297d654832087be9cc41e5ad882027db-p_e.jpg,https://www.zillow.com/homedetails/6101-Summer-Creek-Cir-Dallas-TX-75231/26748922_zpid/,https://www.zillow.com/dallas-tx/4_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,10,293.82
167465-2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,8650 SOUTHWESTERN BLVD,9/17/2023 8:58,UNK SUSP STOLE COMPS VEH USING UNK MEANS,MOTOR VEHICLE THEFT,32.85905,-96.7615,"{""address"": ""8650 SOUTHWESTERN BLVD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75206""}",428,87,0.591816,26748922,FOR_SALE,House for sale,290000,987,294,286900,291,1762,3.414,acres,2,2,"6101 Summer Creek Cir, Dallas, TX 75231",6101 Summer Creek Cir,Dallas,TX,75231,32.86288,-96.7571,FALSE,https://photos.zillowstatic.com/fp/297d654832087be9cc41e5ad882027db-p_e.jpg,https://www.zillow.com/homedetails/6101-Summer-Creek-Cir-Dallas-TX-75231/26748922_zpid/,https://www.zillow.com/dallas-tx/4_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,10,293.82
