incidentnum,signal,offincident,premise,incident_address,reporteddate,mo,crime_category,geocoded_column/latitude,geocoded_column/longitude,geocoded_column/human_address,Dallas_Index,Zillow_Index,Distance,zpid,Status Type,Status Text,Price,Area,Price Per Sqft,Zestimate,Zestimate Price Per Sqft,Rent Zestimate,Lot Area,Lot Area Unit,Beds,Bathrooms,Address_consolidated,Street,City,State,Zipcode,Latitude_consolidated,Longitude_consolidated,is zillow owned,Image URL,Detail URL,Search Page URL,Time On Zillow (days),Calculated Price Per Sqft
167704-2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),8687 N CENTRAL SERV SB,9/17/2023 17:19,UNK SUSP TOOK COMP'S PARKED VEHICLE AND FLED LOCATION,MOTOR VEHICLE THEFT,32.86833,-96.7735,"{""address"": ""8687 N CENTRAL SERV SB"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75225""}",90,321,1.153636,26751848,FOR_SALE,House for sale,3100000,6945,446,2925800,421,20172,10497.96,sqft,6,9,"7436 Caruth Blvd, Dallas, TX 75225",7436 Caruth Blvd,Dallas,TX,75225,32.85894,-96.7787,FALSE,https://photos.zillowstatic.com/fp/89a20c56d7672b75fa0e52255d81c309-p_e.jpg,https://www.zillow.com/homedetails/7436-Caruth-Blvd-Dallas-TX-75225/26751848_zpid/,https://www.zillow.com/dallas-tx/9_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A9%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,32,446.36
167695-2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),8687 N CENTRAL EXPY,9/17/2023 14:57,UNK SUSP TOOK COMPS VEH W/O PERMISSION,MOTOR VEHICLE THEFT,32.86833,-96.7735,"{""address"": ""8687 N CENTRAL EXPY"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75225""}",139,321,1.153636,26751848,FOR_SALE,House for sale,3100000,6945,446,2925800,421,20172,10497.96,sqft,6,9,"7436 Caruth Blvd, Dallas, TX 75225",7436 Caruth Blvd,Dallas,TX,75225,32.85894,-96.7787,FALSE,https://photos.zillowstatic.com/fp/89a20c56d7672b75fa0e52255d81c309-p_e.jpg,https://www.zillow.com/homedetails/7436-Caruth-Blvd-Dallas-TX-75225/26751848_zpid/,https://www.zillow.com/dallas-tx/9_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A9%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,32,446.36
167695-2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),8687 N CENTRAL EXPY,9/17/2023 14:57,UNK SUSP TOOK COMPS VEH W/O PERMISSION,MOTOR VEHICLE THEFT,32.86833,-96.7735,"{""address"": ""8687 N CENTRAL EXPY"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75225""}",200,321,1.153636,26751848,FOR_SALE,House for sale,3100000,6945,446,2925800,421,20172,10497.96,sqft,6,9,"7436 Caruth Blvd, Dallas, TX 75225",7436 Caruth Blvd,Dallas,TX,75225,32.85894,-96.7787,FALSE,https://photos.zillowstatic.com/fp/89a20c56d7672b75fa0e52255d81c309-p_e.jpg,https://www.zillow.com/homedetails/7436-Caruth-Blvd-Dallas-TX-75225/26751848_zpid/,https://www.zillow.com/dallas-tx/9_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A9%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,32,446.36
167013-2023,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),8687 N CENTRAL SERV SB,9/16/2023 14:15,SUS TOOK COMP'S VEHICLE WITHOUT CONSENT.,MOTOR VEHICLE THEFT,32.86833,-96.7735,"{""address"": ""8687 N CENTRAL SERV SB"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75225""}",274,321,1.153636,26751848,FOR_SALE,House for sale,3100000,6945,446,2925800,421,20172,10497.96,sqft,6,9,"7436 Caruth Blvd, Dallas, TX 75225",7436 Caruth Blvd,Dallas,TX,75225,32.85894,-96.7787,FALSE,https://photos.zillowstatic.com/fp/89a20c56d7672b75fa0e52255d81c309-p_e.jpg,https://www.zillow.com/homedetails/7436-Caruth-Blvd-Dallas-TX-75225/26751848_zpid/,https://www.zillow.com/dallas-tx/9_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A9%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,32,446.36
167013-2023,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),8687 N CENTRAL SERV SB,9/16/2023 14:15,SUS TOOK COMP'S VEHICLE WITHOUT CONSENT.,MOTOR VEHICLE THEFT,32.86833,-96.7735,"{""address"": ""8687 N CENTRAL SERV SB"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75225""}",275,321,1.153636,26751848,FOR_SALE,House for sale,3100000,6945,446,2925800,421,20172,10497.96,sqft,6,9,"7436 Caruth Blvd, Dallas, TX 75225",7436 Caruth Blvd,Dallas,TX,75225,32.85894,-96.7787,FALSE,https://photos.zillowstatic.com/fp/89a20c56d7672b75fa0e52255d81c309-p_e.jpg,https://www.zillow.com/homedetails/7436-Caruth-Blvd-Dallas-TX-75225/26751848_zpid/,https://www.zillow.com/dallas-tx/9_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A9%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,32,446.36
167247-2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),8687 N CENTRAL EXPY,9/16/2023 21:49,UNKWN SUSP TOOK COMP VEH WITHOUT CONSENT,MOTOR VEHICLE THEFT,32.86833,-96.7735,"{""address"": ""8687 N CENTRAL EXPY"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75225""}",406,321,1.153636,26751848,FOR_SALE,House for sale,3100000,6945,446,2925800,421,20172,10497.96,sqft,6,9,"7436 Caruth Blvd, Dallas, TX 75225",7436 Caruth Blvd,Dallas,TX,75225,32.85894,-96.7787,FALSE,https://photos.zillowstatic.com/fp/89a20c56d7672b75fa0e52255d81c309-p_e.jpg,https://www.zillow.com/homedetails/7436-Caruth-Blvd-Dallas-TX-75225/26751848_zpid/,https://www.zillow.com/dallas-tx/9_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A9%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,32,446.36
167757-2023,41/20 - ROBBERY - IN PROGRESS,DIVERSION PUBLIC INTOX,"Highway, Street, Alley ETC",8008 MILITARY PKWY,9/17/2023 17:58,SOBERING CENTER,,32.76897,-96.6838,"{""address"": ""8008 MILITARY PKWY"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75227""}",49,193,1.694693,26905079,FOR_SALE,House for sale,300000,2001,150,300100,150,2299,6011.28,sqft,4,2,"4715 Hollow Bend Ln, Dallas, TX 75227",4715 Hollow Bend Ln,Dallas,TX,75227,32.77876,-96.6977,FALSE,https://photos.zillowstatic.com/fp/ff9e153e74e58fef046b8458828243bd-p_e.jpg,https://www.zillow.com/homedetails/4715-Hollow-Bend-Ln-Dallas-TX-75227/26905079_zpid/,https://www.zillow.com/dallas-tx/6_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A6%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,2,149.93
167806-2023,41/20 - ROBBERY - IN PROGRESS,CRIMINAL TRESPASS WARNING,Apartment Complex/Building,8008 MILITARY PKWY,9/17/2023 17:58,CTW,MISCELLANEOUS,32.76897,-96.6838,"{""address"": ""8008 MILITARY PKWY"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75227""}",147,193,1.694693,26905079,FOR_SALE,House for sale,300000,2001,150,300100,150,2299,6011.28,sqft,4,2,"4715 Hollow Bend Ln, Dallas, TX 75227",4715 Hollow Bend Ln,Dallas,TX,75227,32.77876,-96.6977,FALSE,https://photos.zillowstatic.com/fp/ff9e153e74e58fef046b8458828243bd-p_e.jpg,https://www.zillow.com/homedetails/4715-Hollow-Bend-Ln-Dallas-TX-75227/26905079_zpid/,https://www.zillow.com/dallas-tx/6_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A6%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,2,149.93
167913-2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking Lot (All Others),2009 ELM ST,9/18/2023 1:03,UNK SUSP TOOK COMP VEH,MOTOR VEHICLE THEFT,32.78257,-96.7939,"{""address"": ""2009 ELM ST"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75201""}",51,629,0.483564,3.04E+08,FOR_SALE,New construction,700000,2045,342,426400,241.5,3549,653.4,sqft,3,4,"4641 Greenborough Ln, Dallas, TX 75219",4641 Greenborough Ln,Dallas,TX,75219,32.77959,-96.7977,FALSE,https://photos.zillowstatic.com/fp/163d9b89e5195fb10a5b7b146010e180-p_e.jpg,https://www.zillow.com/homedetails/4641-Greenborough-Ln-Dallas-TX-75219/303985730_zpid/,https://www.zillow.com/dallas-tx/17_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A17%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,392,342.3
167913-2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking Lot (All Others),2009 ELM ST,9/18/2023 1:03,UNK SUSP TOOK COMP VEH,MOTOR VEHICLE THEFT,32.78257,-96.7939,"{""address"": ""2009 ELM ST"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75201""}",189,629,0.483564,3.04E+08,FOR_SALE,New construction,700000,2045,342,426400,241.5,3549,653.4,sqft,3,4,"4641 Greenborough Ln, Dallas, TX 75219",4641 Greenborough Ln,Dallas,TX,75219,32.77959,-96.7977,FALSE,https://photos.zillowstatic.com/fp/163d9b89e5195fb10a5b7b146010e180-p_e.jpg,https://www.zillow.com/homedetails/4641-Greenborough-Ln-Dallas-TX-75219/303985730_zpid/,https://www.zillow.com/dallas-tx/17_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A17%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,392,342.3
166745-2023,41/11R - BURG RES IN PROGRESS,DIVERSION PUBLIC INTOX,Apartment Complex/Building,1011 S HARWOOD ST,9/16/2023 1:50,PUBLIC INTOX DIVERSION,,32.77649,-96.7905,"{""address"": ""1011 S HARWOOD ST"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75201""}",260,629,0.754194,3.04E+08,FOR_SALE,New construction,700000,2045,342,426400,241.5,3549,653.4,sqft,3,4,"4641 Greenborough Ln, Dallas, TX 75219",4641 Greenborough Ln,Dallas,TX,75219,32.77959,-96.7977,FALSE,https://photos.zillowstatic.com/fp/163d9b89e5195fb10a5b7b146010e180-p_e.jpg,https://www.zillow.com/homedetails/4641-Greenborough-Ln-Dallas-TX-75219/303985730_zpid/,https://www.zillow.com/dallas-tx/17_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A17%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,392,342.3
167518-2023,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking Lot (All Others),1710 JACKSON ST,9/17/2023 10:20,UNK SUSPECT TOOK VICTIM'S VEHICLE W/O PERMISSION.,MOTOR VEHICLE THEFT,32.77969,-96.7962,"{""address"": ""1710 JACKSON ST"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75201""}",346,629,0.140995,3.04E+08,FOR_SALE,New construction,700000,2045,342,426400,241.5,3549,653.4,sqft,3,4,"4641 Greenborough Ln, Dallas, TX 75219",4641 Greenborough Ln,Dallas,TX,75219,32.77959,-96.7977,FALSE,https://photos.zillowstatic.com/fp/163d9b89e5195fb10a5b7b146010e180-p_e.jpg,https://www.zillow.com/homedetails/4641-Greenborough-Ln-Dallas-TX-75219/303985730_zpid/,https://www.zillow.com/dallas-tx/17_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A17%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,392,342.3
167518-2023,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking Lot (All Others),1710 JACKSON ST,9/17/2023 10:20,UNK SUSPECT TOOK VICTIM'S VEHICLE W/O PERMISSION.,MOTOR VEHICLE THEFT,32.77969,-96.7962,"{""address"": ""1710 JACKSON ST"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75201""}",382,629,0.140995,3.04E+08,FOR_SALE,New construction,700000,2045,342,426400,241.5,3549,653.4,sqft,3,4,"4641 Greenborough Ln, Dallas, TX 75219",4641 Greenborough Ln,Dallas,TX,75219,32.77959,-96.7977,FALSE,https://photos.zillowstatic.com/fp/163d9b89e5195fb10a5b7b146010e180-p_e.jpg,https://www.zillow.com/homedetails/4641-Greenborough-Ln-Dallas-TX-75219/303985730_zpid/,https://www.zillow.com/dallas-tx/17_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A17%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,392,342.3
167518-2023,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking Lot (All Others),1710 JACKSON ST,9/17/2023 10:20,UNK SUSPECT TOOK VICTIM'S VEHICLE W/O PERMISSION.,MOTOR VEHICLE THEFT,32.77969,-96.7962,"{""address"": ""1710 JACKSON ST"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75201""}",442,629,0.140995,3.04E+08,FOR_SALE,New construction,700000,2045,342,426400,241.5,3549,653.4,sqft,3,4,"4641 Greenborough Ln, Dallas, TX 75219",4641 Greenborough Ln,Dallas,TX,75219,32.77959,-96.7977,FALSE,https://photos.zillowstatic.com/fp/163d9b89e5195fb10a5b7b146010e180-p_e.jpg,https://www.zillow.com/homedetails/4641-Greenborough-Ln-Dallas-TX-75219/303985730_zpid/,https://www.zillow.com/dallas-tx/17_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A17%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,392,342.3
167000-2023,58 - ROUTINE INVESTIGATION,BMV,Parking (Business),1725 COMMERCE ST,9/16/2023 14:39,UNKN SUSP ENT COMPS VEH AND TOOK FA W/O CONSENT,LARCENY/ THEFT OFFENSES,32.78043,-96.7968,"{""address"": ""1725 COMMERCE ST"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75201""}",457,629,0.126511,3.04E+08,FOR_SALE,New construction,700000,2045,342,426400,241.5,3549,653.4,sqft,3,4,"4641 Greenborough Ln, Dallas, TX 75219",4641 Greenborough Ln,Dallas,TX,75219,32.77959,-96.7977,FALSE,https://photos.zillowstatic.com/fp/163d9b89e5195fb10a5b7b146010e180-p_e.jpg,https://www.zillow.com/homedetails/4641-Greenborough-Ln-Dallas-TX-75219/303985730_zpid/,https://www.zillow.com/dallas-tx/17_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A17%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,392,342.3
167012-2023,6XA - MAJOR DIST AMBULANCE,ASSAULT -ELD OR DISABLED VIC -BODILY INJURY ONLY,Shelter - Mission/Homeless,1818 CORSICANA ST,9/16/2023 12:53,"THE SUSP PUNCHED THE COMP IN THE FACE, CAUSING PAIN.",ASSAULT OFFENSES,32.77573,-96.791,"{""address"": ""1818 CORSICANA ST"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75201""}",467,629,0.759902,3.04E+08,FOR_SALE,New construction,700000,2045,342,426400,241.5,3549,653.4,sqft,3,4,"4641 Greenborough Ln, Dallas, TX 75219",4641 Greenborough Ln,Dallas,TX,75219,32.77959,-96.7977,FALSE,https://photos.zillowstatic.com/fp/163d9b89e5195fb10a5b7b146010e180-p_e.jpg,https://www.zillow.com/homedetails/4641-Greenborough-Ln-Dallas-TX-75219/303985730_zpid/,https://www.zillow.com/dallas-tx/17_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A17%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,392,342.3
167808-2023,58 - ROUTINE INVESTIGATION,ROBBERY OF INDIVIDUAL (AGG),Commercial Property Occupied/Vacant,8410 HARRY HINES BLVD,9/17/2023 19:10,UNK H/M POINTED A GUN AND ASKED COMP FOR WALLET AND PHONE.,ROBBERY,32.8366,-96.8639,"{""address"": ""8410 HARRY HINES BLVD"", ""city"": ""DALLAS"", ""state"": ""TX"", ""zip"": ""75235""}",52,437,0.487493,26726847,FOR_SALE,House for sale,624900,2240,279,605700,270,3870,7318.08,sqft,4,3,"2210 Roanoke Ave, Dallas, TX 75235",2210 Roanoke Ave,Dallas,TX,75235,32.83532,-96.8589,FALSE,https://photos.zillowstatic.com/fp/791a3de01853d4fd53f7709bb2325169-p_e.jpg,https://www.zillow.com/homedetails/2210-Roanoke-Ave-Dallas-TX-75235/26726847_zpid/,https://www.zillow.com/dallas-tx/12_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A12%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-97.42356492285157%2C%22east%22%3A-96.13129807714844%2C%22south%22%3A32.35102652872397%2C%22north%22%3A33.2823871013217%7D%2C%22usersSearchTerm%22%3A%22Dallas%2C%20TX%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A38128%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%7D,68,278.97
